# time RePsi4 ImPsi4 AbsPsi4
9.584999999999999432e+01 7.770467434744213100e-06 -3.069995660085533143e-06 8.354940903882223860e-06
9.596250000000000568e+01 7.813784748044783258e-06 -3.074212841022991895e-06 8.396786092350330883e-06
9.607500000000000284e+01 7.856425276657318389e-06 -3.078309718938745569e-06 8.437974215024168916e-06
9.618750000000000000e+01 7.898382943602876664e-06 -3.082297539431912455e-06 8.478502889389426795e-06
9.629999999999999716e+01 7.939295112306993967e-06 -3.086410188442002446e-06 8.518118027570427650e-06
9.641249999999999432e+01 7.979711251283561500e-06 -3.090261713342960470e-06 8.557190491675105076e-06
9.652500000000000568e+01 8.019432054750431650e-06 -3.093979439157434200e-06 8.595580216057999458e-06
9.663750000000000284e+01 8.058441770657366504e-06 -3.097602535014910514e-06 8.633285888698822983e-06
9.675000000000000000e+01 8.096391993146106583e-06 -3.101470100972412706e-06 8.670102657633656888e-06
9.686249999999999716e+01 8.133864206674312899e-06 -3.105001406239344130e-06 8.706364377015577820e-06
9.697499999999999432e+01 8.170649326656179227e-06 -3.108388134466451419e-06 8.741944132381475370e-06
9.708750000000000568e+01 8.206690099843371545e-06 -3.111697230720908585e-06 8.776811610747001696e-06
9.720000000000000284e+01 8.241564500404368845e-06 -3.115354763939693878e-06 8.810721918181691400e-06
9.731250000000000000e+01 8.276053474012874740e-06 -3.118619048244061688e-06 8.844141895785666033e-06
9.742499999999999716e+01 8.309883487776753536e-06 -3.121734794766268265e-06 8.876902145978581536e-06
9.753749999999999432e+01 8.342949905225237355e-06 -3.124790196834901041e-06 8.908935227923328107e-06
9.765000000000000568e+01 8.374673247063797344e-06 -3.128262939398193685e-06 8.939864708881131993e-06
9.776250000000000284e+01 8.406146738879731597e-06 -3.131318584816857037e-06 8.970421343236769995e-06
9.787500000000000000e+01 8.436995779268851545e-06 -3.134232097128546843e-06 9.000350471957812844e-06
9.798749999999999716e+01 8.467091139909632011e-06 -3.137100836027233024e-06 9.029564442814446204e-06
9.809999999999999432e+01 8.495639694007057287e-06 -3.140404945907157120e-06 9.057485138528599569e-06
9.821250000000000568e+01 8.524073339613519733e-06 -3.143312464150706582e-06 9.085165906377008915e-06
9.832500000000000284e+01 8.551908372021407596e-06 -3.146096845057633953e-06 9.112247920350468304e-06
9.843750000000000000e+01 8.579032907512896644e-06 -3.148848930458521453e-06 9.138657188834635329e-06
9.854999999999999716e+01 8.604425833785033683e-06 -3.151994308385520435e-06 9.163580743857827480e-06
9.866249999999999432e+01 8.629798920700376230e-06 -3.154813075022177389e-06 9.188377166292874721e-06
9.877500000000000568e+01 8.654579456382914925e-06 -3.157540648204964091e-06 9.212589674565550477e-06
9.888750000000000284e+01 8.678716370915276170e-06 -3.160244748053583250e-06 9.236193193864725723e-06
9.900000000000000000e+01 8.700988763603638242e-06 -3.163239214330756839e-06 9.258147103575133473e-06
9.911249999999999716e+01 8.723275086554580025e-06 -3.166024377776893186e-06 9.280045182884691905e-06
9.922499999999999432e+01 8.744951554006379367e-06 -3.168761584596802086e-06 9.301356227020606758e-06
9.933750000000000568e+01 8.766054816492215308e-06 -3.171480740165623798e-06 9.322124603918779668e-06
9.945000000000000284e+01 8.785222968041695688e-06 -3.174334564722576129e-06 9.341121053010703371e-06
9.956250000000000000e+01 8.804379376529147916e-06 -3.177134641798747221e-06 9.360089782580584291e-06
9.967499999999999716e+01 8.822889674403434457e-06 -3.179937951586219602e-06 9.378453368366934152e-06
9.978749999999999432e+01 8.840877482175449087e-06 -3.182726138958024954e-06 9.396321638303128601e-06
9.990000000000000568e+01 8.856909975686929465e-06 -3.185456001903208798e-06 9.412331499553329873e-06
1.000125000000000028e+02 8.872866577938562043e-06 -3.188311608975816898e-06 9.428313328789468661e-06
1.001250000000000000e+02 8.888131579770559390e-06 -3.191225228356814399e-06 9.443664619066884666e-06
1.002374999999999972e+02 8.902887451474449657e-06 -3.194125440791575587e-06 9.458532777610552302e-06
1.003499999999999943e+02 8.915692533301436951e-06 -3.196757271652785998e-06 9.471474563246841519e-06
1.004625000000000057e+02 8.928348551270663626e-06 -3.199701208314116007e-06 9.484381670697555335e-06
1.005750000000000028e+02 8.940269078474382113e-06 -3.202756911510865196e-06 9.496634300095786898e-06
1.006875000000000000e+02 8.951650909576075471e-06 -3.205801031482950136e-06 9.508376005416031647e-06
1.007999999999999972e+02 8.961084786666283878e-06 -3.208371474405093218e-06 9.518124188704317687e-06
1.009124999999999943e+02 8.970312557346992160e-06 -3.211430035976550716e-06 9.527842896084584955e-06
1.010250000000000057e+02 8.978770323380427416e-06 -3.214648903763985331e-06 9.536890693223240749e-06
1.011375000000000028e+02 8.986625199820150766e-06 -3.217859174308771526e-06 9.545367994358609038e-06
1.012500000000000000e+02 8.992517519881000244e-06 -3.220415764271916761e-06 9.551777271279822415e-06
1.013624999999999972e+02 8.998174610260509747e-06 -3.223610835868659349e-06 9.558180430284139506e-06
1.014749999999999943e+02 9.003039042018885435e-06 -3.227006194174399002e-06 9.563905110850707520e-06
1.015875000000000057e+02 9.007220685148410649e-06 -3.230397679121955982e-06 9.568986029681614427e-06
1.017000000000000028e+02 9.009408241120168794e-06 -3.232997914971925476e-06 9.571923128263036589e-06
1.018125000000000000e+02 9.011355672796467572e-06 -3.236349151818226557e-06 9.574888348911210186e-06
1.019249999999999972e+02 9.012497313636881952e-06 -3.239929692318157244e-06 9.577173499497482014e-06
1.020374999999999943e+02 9.012883342149916001e-06 -3.243512861217845770e-06 9.578749491457066959e-06
1.021500000000000057e+02 9.011241873320028497e-06 -3.246222316476471700e-06 9.578122959508618504e-06
1.022625000000000028e+02 9.009364625147861020e-06 -3.249748796675597257e-06 9.577552828899464271e-06
1.023750000000000000e+02 9.006673020191924595e-06 -3.253521097016715390e-06 9.576301917827464131e-06
1.024874999999999972e+02 9.003178981717191616e-06 -3.257303908408093611e-06 9.574302090939310121e-06
1.025999999999999943e+02 8.997644308348666975e-06 -3.260193512974637091e-06 9.570081757310179089e-06
1.027125000000000057e+02 8.991869624339026811e-06 -3.263914453819766548e-06 9.565921644199498625e-06
1.028250000000000028e+02 8.985272176330467411e-06 -3.267884383324144555e-06 9.561076530679600812e-06
1.029375000000000000e+02 8.977860689242542024e-06 -3.271873479143392516e-06 9.555476891237216192e-06
1.030499999999999972e+02 8.968436062971994155e-06 -3.275015916634205029e-06 9.547699967522229339e-06
1.031624999999999943e+02 8.958745795244469465e-06 -3.278950405248032691e-06 9.539949789379748593e-06
1.032750000000000057e+02 8.948222900136140002e-06 -3.283123478237745416e-06 9.531505276915957082e-06
1.033875000000000028e+02 8.936906842483564311e-06 -3.287324596857721365e-06 9.522332010402458541e-06
1.035000000000000000e+02 8.923658022504571790e-06 -3.290789907314389648e-06 9.511097240418292425e-06
1.036124999999999972e+02 8.910092480086056295e-06 -3.294955913542790845e-06 9.499814865347466582e-06
1.037249999999999943e+02 8.895684567667869216e-06 -3.299336970262293039e-06 9.487825270881828643e-06
1.038375000000000057e+02 8.880523980874146571e-06 -3.303754895562596738e-06 9.475151850225652932e-06
1.039500000000000028e+02 8.863566541599408587e-06 -3.307605393674882686e-06 9.460605967781750256e-06
1.040625000000000000e+02 8.846219232350570412e-06 -3.312018459839291016e-06 9.445901808992370513e-06
1.041749999999999972e+02 8.828023289267952203e-06 -3.316611195506196833e-06 9.430477454403588666e-06
1.042874999999999943e+02 8.809116698993528437e-06 -3.321249603262641313e-06 9.414416388903716992e-06
1.044000000000000057e+02 8.788600645440534768e-06 -3.325534382368032177e-06 9.396737744204086530e-06
1.045125000000000028e+02 8.767605415413360948e-06 -3.330206307506460492e-06 9.378762112930549217e-06
1.046250000000000000e+02 8.745761577490212735e-06 -3.335012961316709164e-06 9.360056464704395997e-06
1.047374999999999972e+02 8.723233647759301882e-06 -3.339874290374786780e-06 9.340747590471895859e-06
1.048499999999999943e+02 8.699328822449745299e-06 -3.344623766420526604e-06 9.320130369260394313e-06
1.049625000000000057e+02 8.674842478203968575e-06 -3.349561396958964771e-06 9.299056595894536069e-06
1.050750000000000028e+02 8.649514039650653169e-06 -3.354582597786290425e-06 9.277247303348356750e-06
1.051875000000000000e+02 8.623502118016683962e-06 -3.359667811907959618e-06 9.254845033052073978e-06
1.052999999999999972e+02 8.596385174049412707e-06 -3.364888971164543856e-06 9.231485029445767447e-06
1.054124999999999943e+02 8.568569419944855651e-06 -3.370092986159425050e-06 9.207491984236263827e-06
1.055250000000000057e+02 8.539921512421180642e-06 -3.375327386977640481e-06 9.182760718193378049e-06
1.056375000000000028e+02 8.510563899837518125e-06 -3.380635228278257705e-06 9.157422805565634431e-06
1.057500000000000000e+02 8.480406005327744808e-06 -3.386308253164954857e-06 9.131504235373926883e-06
1.058624999999999972e+02 8.449412290897680703e-06 -3.391771698267175270e-06 9.104761573744751070e-06
1.059749999999999943e+02 8.417594591576210318e-06 -3.397214907043652932e-06 9.077277556226462523e-06
1.060875000000000057e+02 8.385022677922777354e-06 -3.402740237715220010e-06 9.049157222340956750e-06
1.062000000000000028e+02 8.351976962492072679e-06 -3.408817100774840398e-06 9.020839939192652800e-06
1.063125000000000000e+02 8.317936613889900601e-06 -3.414523506000029240e-06 8.991498222527596410e-06
1.064249999999999972e+02 8.283073654808081166e-06 -3.420165966144205544e-06 8.961408617340626358e-06
1.065374999999999943e+02 8.247408541058541385e-06 -3.425897047691638904e-06 8.930650492797692728e-06
1.066500000000000057e+02 8.211597314116965583e-06 -3.432302513502286574e-06 8.900057920789452873e-06
1.067625000000000028e+02 8.174617701389709051e-06 -3.438223663088840136e-06 8.868244275012839169e-06
1.068750000000000000e+02 8.136807796477449258e-06 -3.444047499664897583e-06 8.835672260601579441e-06
1.069874999999999972e+02 8.098160692122491927e-06 -3.449962435057260065e-06 8.802411453615654604e-06
1.070999999999999943e+02 8.059664429228729945e-06 -3.456597577162068817e-06 8.769621287274470542e-06
1.072125000000000057e+02 8.019830450814461128e-06 -3.462691217088135591e-06 8.735439938818776850e-06
1.073250000000000028e+02 7.979151643864372355e-06 -3.468666427771094968e-06 8.700488937004046235e-06
1.074375000000000000e+02 7.937626320152551274e-06 -3.474729277688114489e-06 8.664851709729457034e-06
1.075499999999999972e+02 7.896477416101262725e-06 -3.481477143568009948e-06 8.629892159475909051e-06
1.076624999999999943e+02 7.853856597987360355e-06 -3.487685036336973434e-06 8.593428324856059358e-06
1.077750000000000057e+02 7.810376371902412544e-06 -3.493765649410603161e-06 8.556189425426074930e-06
1.078875000000000028e+02 7.766071850188428638e-06 -3.499922909210679679e-06 8.518293981350189164e-06
1.080000000000000000e+02 7.722255904539920693e-06 -3.506655555727489551e-06 8.481147884674347122e-06
1.081124999999999972e+02 7.676905322378267725e-06 -3.512902324680179980e-06 8.442473456961720695e-06
1.082249999999999943e+02 7.630690765318456345e-06 -3.519023291821654565e-06 8.403033171676742055e-06
1.083375000000000057e+02 7.583703321886920149e-06 -3.525201450489071007e-06 8.362989976134669210e-06
1.084500000000000028e+02 7.537169507003992964e-06 -3.531787347376526640e-06 8.323607754117185511e-06
1.085625000000000000e+02 7.489143274568944477e-06 -3.537980414111092758e-06 8.282787718978131038e-06
1.086749999999999972e+02 7.440269407902385099e-06 -3.544055846300253068e-06 8.241234173584870482e-06
1.087874999999999943e+02 7.390694115564838163e-06 -3.550160508836179713e-06 8.199146245088246353e-06
1.089000000000000057e+02 7.341374231467299542e-06 -3.556471091899579076e-06 8.157466655400404430e-06
1.090125000000000028e+02 7.290731101323915121e-06 -3.562501785244608505e-06 8.114565851706600065e-06
1.091250000000000000e+02 7.239286674819511179e-06 -3.568424905061166399e-06 8.070992991155433069e-06
1.092374999999999972e+02 7.187219632399955876e-06 -3.574341686421059699e-06 8.026957364757999938e-06
1.093499999999999943e+02 7.135053683055368322e-06 -3.580255969907431579e-06 7.982933287341175118e-06
1.094625000000000057e+02 7.081864881473293945e-06 -3.586001682281717245e-06 7.938023574213676158e-06
1.095750000000000028e+02 7.027956185874688652e-06 -3.591646577337824613e-06 7.892534021914432088e-06
1.096875000000000000e+02 6.973498674442341228e-06 -3.597243685753344767e-06 7.846645518764142855e-06
1.097999999999999972e+02 6.918463377525591932e-06 -3.602650179987039073e-06 7.800270753347185026e-06
1.099124999999999943e+02 6.862821021466704656e-06 -3.607977319294224949e-06 7.753438766716795252e-06
1.100250000000000057e+02 6.806575056248920450e-06 -3.613202357027174043e-06 7.706146590169221539e-06
1.101375000000000028e+02 6.749840503904202815e-06 -3.618334569580507763e-06 7.658504546291468909e-06
1.102500000000000000e+02 6.691976788533397526e-06 -3.623130308592132699e-06 7.609837486524183163e-06
1.103624999999999972e+02 6.634002906589134800e-06 -3.627897686715889269e-06 7.561192775608329183e-06
1.104749999999999943e+02 6.575570979664892974e-06 -3.632550157653109935e-06 7.512226990478706297e-06
1.105875000000000057e+02 6.516694407919081935e-06 -3.637063639997205328e-06 7.462944320279601331e-06
1.107000000000000028e+02 6.456129630564436521e-06 -3.641150658123096673e-06 7.412124386557631319e-06
1.108125000000000000e+02 6.395985190462641881e-06 -3.645212889332428575e-06 7.361807085571633469e-06
1.109249999999999972e+02 6.335547471500555485e-06 -3.649134241861066528e-06 7.311316056549601985e-06
1.110374999999999943e+02 6.274696216961660297e-06 -3.652871535889503578e-06 7.260529117968242348e-06
1.111500000000000057e+02 6.211657572965820005e-06 -3.656151686114017948e-06 7.207782943156515073e-06
1.112625000000000028e+02 6.149550524962523402e-06 -3.659362218896759305e-06 7.155969781109745970e-06
1.113750000000000000e+02 6.087321474392454833e-06 -3.662393177155198456e-06 7.104126020607494818e-06
1.114874999999999972e+02 6.024705433127562114e-06 -3.665197689591766498e-06 7.052003237360685455e-06
1.115999999999999943e+02 5.959522243923684957e-06 -3.667567077353350537e-06 6.997639147791731385e-06
1.117125000000000057e+02 5.895713244971672488e-06 -3.669780503582173475e-06 6.944546321496188472e-06
1.118250000000000028e+02 5.831947039064973435e-06 -3.671765279239871773e-06 6.891550372179699924e-06
1.119375000000000000e+02 5.767826349649095579e-06 -3.673484619448659233e-06 6.838297306276780295e-06
1.120499999999999972e+02 5.700920442941845745e-06 -3.674828799990766732e-06 6.782688302287952666e-06
1.121624999999999943e+02 5.635724917866999802e-06 -3.675902181679722769e-06 6.728569847979936479e-06
1.122750000000000057e+02 5.570719587749130220e-06 -3.676691177720303647e-06 6.674651656952455291e-06
1.123875000000000028e+02 5.505408021531067665e-06 -3.677178974561773307e-06 6.620510757826604553e-06
1.125000000000000000e+02 5.437273674691683315e-06 -3.677369943012877506e-06 6.564068457235171712e-06
1.126124999999999972e+02 5.371059224082743702e-06 -3.677163164219129034e-06 6.509209331777121753e-06
1.127249999999999943e+02 5.305157941704221758e-06 -3.676613966358308627e-06 6.454625554131575716e-06
1.128375000000000057e+02 5.239020763734564951e-06 -3.675730201977543771e-06 6.399869614341512265e-06
1.129500000000000028e+02 5.170197561433998514e-06 -3.674625783030260224e-06 6.343013279945803423e-06
1.130625000000000000e+02 5.103376263915391152e-06 -3.673001234940902678e-06 6.287717182171318157e-06
1.131749999999999972e+02 5.036964306072632357e-06 -3.670978187100455409e-06 6.232743398441580870e-06
1.132874999999999943e+02 4.970410016576817368e-06 -3.668588482024999174e-06 6.177662760570023279e-06
1.134000000000000057e+02 4.901453119255700061e-06 -3.666034235553769728e-06 6.120788323125848777e-06
1.135125000000000028e+02 4.834468809588599680e-06 -3.662856289465483835e-06 6.065361066594623475e-06
1.136250000000000000e+02 4.767965036024229944e-06 -3.659229226783722716e-06 6.010278622401605036e-06
1.137374999999999972e+02 4.701431222619112017e-06 -3.655203744560585241e-06 5.955163302149451589e-06
1.138499999999999943e+02 4.632883415162614885e-06 -3.651037183978824240e-06 5.898616893584871089e-06
1.139625000000000057e+02 4.566194709298220584e-06 -3.646172107531358655e-06 5.843347085443643714e-06
1.140750000000000028e+02 4.500037308242903985e-06 -3.640815185232017853e-06 5.788425605343312569e-06
1.141875000000000000e+02 4.433971853783143466e-06 -3.635027975789880536e-06 5.733544696338923892e-06
1.142999999999999972e+02 4.366340662694742704e-06 -3.629084598307071406e-06 5.677603878782946808e-06
1.144124999999999943e+02 4.300401221062642775e-06 -3.622401459475219507e-06 5.622743369186012307e-06
1.145250000000000057e+02 4.235028693007516473e-06 -3.615192877408602363e-06 5.568221221491010715e-06
1.146375000000000028e+02 4.169868383953313414e-06 -3.607522300382305970e-06 5.513802634049305437e-06
1.147500000000000000e+02 4.103609313997961711e-06 -3.599642743067356016e-06 5.458666254649418168e-06
1.148624999999999972e+02 4.038847386432459373e-06 -3.591015626904366218e-06 5.404413145158655218e-06
1.149749999999999943e+02 3.974677137668689952e-06 -3.581838804495567955e-06 5.350479190698382011e-06
1.150875000000000057e+02 3.910826581618728417e-06 -3.572169373964136569e-06 5.296693174782069388e-06
1.152000000000000028e+02 3.846332009842738795e-06 -3.562206964867881629e-06 5.242479221751301393e-06
1.153125000000000000e+02 3.783131637782925395e-06 -3.551518527773502631e-06 5.188966066752854040e-06
1.154249999999999972e+02 3.720539346420337981e-06 -3.540264903947691024e-06 5.135746159847235451e-06
1.155374999999999943e+02 3.658353058663346402e-06 -3.528490561134571231e-06 5.082695420920598990e-06
1.156500000000000057e+02 3.595944966449815589e-06 -3.516318600401791595e-06 5.029444969503830062e-06
1.157625000000000028e+02 3.534630966581571866e-06 -3.503464681412507262e-06 4.976733953490202486e-06
1.158750000000000000e+02 3.473933891843798670e-06 -3.490037887131867724e-06 4.924284835234135745e-06
1.159874999999999972e+02 3.413703768304776575e-06 -3.476066342599917586e-06 4.872002733568014119e-06
1.160999999999999943e+02 3.353628685789373444e-06 -3.461584420545941796e-06 4.819687963210454921e-06
1.162125000000000057e+02 3.294456882255209379e-06 -3.446479126703215052e-06 4.767773539068280335e-06
1.163250000000000028e+02 3.235903389801256451e-06 -3.430799916775352734e-06 4.716085115545840678e-06
1.164375000000000000e+02 3.177852530093000892e-06 -3.414557450999931618e-06 4.664541701946466516e-06
1.165499999999999972e+02 3.120277833291957394e-06 -3.397696235530592547e-06 4.613076355955092142e-06
1.166624999999999943e+02 3.063430909779066989e-06 -3.380276859787725473e-06 4.561894407787861807e-06
1.167750000000000057e+02 3.007196774286679709e-06 -3.362288122034214080e-06 4.510899450758415298e-06
1.168875000000000028e+02 2.951479040826995345e-06 -3.343724234121198437e-06 4.460013484541323369e-06
1.170000000000000000e+02 2.896490802861201706e-06 -3.324448491490874782e-06 4.409264875649395630e-06
1.171124999999999972e+02 2.842078897568666864e-06 -3.304679637642149682e-06 4.358706226330444294e-06
1.172249999999999943e+02 2.788269088424237451e-06 -3.284350710126286240e-06 4.308294801492717364e-06
1.173375000000000057e+02 2.734972445193144225e-06 -3.263441963934446991e-06 4.257948769998776057e-06
1.174500000000000028e+02 2.682575784832583607e-06 -3.241751763790939531e-06 4.207750864703353534e-06
1.175625000000000000e+02 2.630640242339927802e-06 -3.219628174264670670e-06 4.157676474322783946e-06
1.176749999999999972e+02 2.579293861876395013e-06 -3.196957875108745718e-06 4.107711830342176325e-06
1.177874999999999943e+02 2.528445233056269542e-06 -3.173710464351789350e-06 4.057767047047061078e-06
1.179000000000000057e+02 2.478568517552842641e-06 -3.149640731455083204e-06 4.007934459724236832e-06
